암호화요양기호,요양기관명,종별코드,종별코드명,시도코드,시도코드명,시군구코드,시군구코드명,읍면동,우편번호,주소,전화번호,병원홈페이지,개설일자,총의사수,의과일반의 인원수,의과인턴 인원수,의과레지던트 인원수,의과전문의 인원수,치과일반의 인원수,치과인턴 인원수,치과레지던트 인원수,치과전문의 인원수,한방일반의 인원수,한방인턴 인원수,한방레지던트 인원수,한방전문의 인원수,조산사 인원수,좌표(X),좌표(Y)
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQxMyQyNjEwMDIjODEjJDEjJDYjJDgz,김앤윤내과의원,31,의원,340000,충남,340201,천안서북구,쌍용동,31180,"충청남도 천안시 서북구 충무로 205, 3층 (쌍용동)",041-577-5300,,2002-09-23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1288032,36.7966603
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjE4MzIjNDEjJDEjJDQjJDgz,김앤장치과의원,51,치과의원,340000,충남,340201,천안서북구,쌍용동,31172,"충청남도 천안시 서북구 월봉로 94, 4층 (쌍용동)",041-578-2875,,1992-05-20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1184571,36.798966
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMzUxIzIxIyQxIyQ1IyQxMyQ0NjEwMDIjNjEjJDEjJDAjJDgz,김영만치과의원,51,치과의원,340000,충남,340202,천안동남구,봉명동,31151,"충청남도 천안시 동남구 봉정로 45, (봉명동, 에이스빌딩)",041-573-2124,,1991-04-25,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1396004,36.80633
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ2MiQzNjEwMDIjNDEjJDEjJDQjJDgz,김영순성형외과의원,31,의원,340000,충남,340201,천안서북구,쌍용동,31180,"충청남도 천안시 서북구 충무로 215, 5층 (쌍용동, 진솔빌딩)",571-1100,,2005-04-08,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1294833,36.7971767
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQ4OSQzNjE0ODEjNTEjJDEjJDYjJDgz,김용철치과의원,51,치과의원,340000,충남,340202,천안동남구,신방동,31184,"충청남도 천안시 동남구 서부대로 278, 302호 (신방동, 학산트윈빌딩)",041-576-7773,,2001-01-09,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1294288,36.7930538
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzExIyQyIyQ3IyQwMCQyNjEwMDIjODEjJDEjJDYjJDgz,김용현내과의원,31,의원,340000,충남,340201,천안서북구,성환읍,31015,"충청남도 천안시 서북구 성환읍 성환12길 45-8, (성환읍)",041-581-0363,,1990-12-28,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1334622,36.9174697
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjE4MzIjNzEjJDEjJDgjJDgz,김원상치과의원,51,치과의원,340000,충남,340201,천안서북구,쌍용동,31149,"충청남도 천안시 서북구 봉명로 35, (쌍용동)",041-571-5796,,1995-07-04,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1324603,36.8077028
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzIxIyQyIyQ5IyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz,김유재마취통증의학과의원,31,의원,340000,충남,340201,천안서북구,쌍용동,31180,"충청남도 천안시 서북구 충무로 215, 5층 (쌍용동, 진솔빌딩)",578-0750,,2000-02-29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1294833,36.7971767
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzExIyQxIyQzIyQ5OSQzNjE4MzIjNjEjJDEjJDgjJDgz,김이태안과의원,31,의원,340000,충남,340201,천안서북구,쌍용동,31180,"충청남도 천안시 서북구 충무로 205, 다선빌딩 2층,5층 501호 (쌍용동)",041-576-0088,,2021-11-17,2,1,0,0,1,0,0,0,0,0,0,0,0,0,127.1288032,36.7966603
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkMzgxNzAyIzQxIyQxIyQ3IyQ3OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,김인한의원,93,한의원,340000,충남,340201,천안서북구,쌍용동,31155,"충청남도 천안시 서북구 봉명로 30, 2층 (쌍용동)",041-571-7002,,2002-10-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1317927,36.8073293
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzIxIyQxIyQ1IyQxMyQyNjEyMjIjODEjJDEjJDYjJDgz,김재하내과의원,31,의원,340000,충남,340202,천안동남구,신부동,31123,"충청남도 천안시 동남구 만남로 42, 5층 (신부동)",041-558-8500,,1999-11-02,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.156893,36.8186205
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE4MzIjODEjJDEjJDYjJDgz,김정훈내과의원,31,의원,340000,충남,340202,천안동남구,신방동,31176,"충청남도 천안시 동남구 서부대로 285, 3층 302,303호 (신방동)",041-579-3420,,2010-05-03,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1281705,36.7933555
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ4MiQyNjE4MzIjNjEjJDEjJDgjJDgz,김종인소아청소년과의원,31,의원,340000,충남,340201,천안서북구,쌍용동,31175,"충청남도 천안시 서북구 충무로 174, (쌍용동)",041-577-3373,http://www.kimjongin.net/index.asp,1987-04-23,5,0,0,0,5,0,0,0,0,0,0,0,0,0,127.1267499,36.7940774
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ2MiQzNjEwMDIjNjEjJDEjJDgjJDgz,김종훈내과의원,31,의원,340000,충남,340201,천안서북구,성정동,31108,"충청남도 천안시 서북구 서부대로 688, 3층 (성정동)",522-2058,,2004-03-04,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1335183,36.8284543
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ3MiQzNjEyMjIjNDEjJDEjJDgjJDgz,김철현내과의원,31,의원,340000,충남,340202,천안동남구,신부동,31125,"충청남도 천안시 동남구 충절로 25, (신부동, 내과의원)",041-522-1900,,2002-07-04,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.158527,36.81673
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxMzUxIzIxIyQxIyQxIyQ3OSQzNjE4MzIjNjEjJDEjJDgjJDgz,김한의원,93,한의원,340000,충남,340201,천안서북구,백석동,31091,"충청남도 천안시 서북구 한들3로 85, 206호 (백석동, 백석메디컬센터)",041-567-1075,,2013-09-11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1241786,36.8310969
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzUxIyQxIyQxIyQwMyQyNjEyMjIjODEjJDEjJDIjJDgz,김현응내과의원,31,의원,340000,충남,340202,천안동남구,신부동,31118,"충청남도 천안시 동남구 방죽안3길 19, (신부동, 김현웅내과)",041-563-9858,,1996-11-02,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1543462,36.8228425
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzExIyQxIyQzIyQ5MiQyNjEyMjIjNjEjJDEjJDgjJDgz,김혜은여성외과의원,31,의원,340000,충남,340201,천안서북구,두정동,31106,"충청남도 천안시 서북구 두정로 202, 6층 (두정동)",574-0100,http://www.khesurgery.co.kr/index.html,2009-10-22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1393316,36.8334113
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDQjJDgz,꿈꾸는김선생의원,31,의원,340000,충남,340202,천안동남구,청당동,31211,"충청남도 천안시 동남구 남부대로 322, 1동 3층 (청당동)",041-523-0675,,2015-05-06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.1528517,36.7813351
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxOTYxIzIxIyQxIyQ5IyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz,나라부부한의원,93,한의원,340000,충남,340201,천안서북구,직산읍,31037,"충청남도 천안시 서북구 직산읍 삼은3길 34, 2층",041-583-9111,,2006-04-25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1530034,36.878243
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQ5OSQyNjEyMjIjODEjJDEjJDYjJDgz,나래한의원,93,한의원,340000,충남,340202,천안동남구,신부동,31123,"충청남도 천안시 동남구 충절로 12, 3층 (신부동)",041-555-7213,http://www.nromd.com,2011-05-02,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.157945,36.8180553
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkMzgxMzUxIzIxIyQxIyQ1IyQ5OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,나은필병원,21,병원,340000,충남,340202,천안동남구,신부동,31124,"충청남도 천안시 동남구 만남로 64, 1층일부,4~9층 (신부동)",041-417-0001,,2021-11-02,14,1,0,0,13,0,0,0,0,0,0,0,0,0,127.1593265,36.8191481
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxMzUxIzIxIyQxIyQ1IyQxMyQ0NjE0ODEjNjEjJDEjJDgjJDgz,나음누리한의원,93,한의원,340000,충남,340201,천안서북구,쌍용동,31172,"충청남도 천안시 서북구 월봉로 94, 201호 (쌍용동)",041-579-7510,http://www.naumnurica.com,2006-03-30,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1184571,36.798966
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ3MiQzNjEwMDIjNTEjJDEjJDYjJDgz,날개바로정형외과의원,31,의원,340000,충남,340202,천안동남구,청당동,31198,"충청남도 천안시 동남구 청수4로 16, 7층 (청당동)",041-415-2333,,2017-06-02,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1528761,36.7832667
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkMzgxNzAyIzExIyQxIyQ3IyQ4OSQzNjEyMjIjNTEjJDEjJDYjJDgz,남산중국한의원,93,한의원,340000,충남,340202,천안동남구,원성동,31186,"충청남도 천안시 동남구 충무로 477, (원성동, 남산중국한의원)",041-565-0017,,1986-01-17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1582901,36.7988689
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQ3MiQyNjE0ODEjNDEjJDEjJDQjJDgz,남서울치과의원,51,치과의원,340000,충남,340201,천안서북구,직산읍,31037,"충청남도 천안시 서북구 직산읍 아랫말2길 2, 1,2층",041-584-7528,,2001-08-31,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1501092,36.8772099
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzIxIyQxIyQ5IyQ2MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,남스부부치과의원,51,치과의원,340000,충남,340202,천안동남구,신부동,31120,"충청남도 천안시 동남구 만남로 9, 더오피스텔 301호 (신부동)",041-577-2802,http://www.namsdent.com/,2006-01-26,2,0,0,0,0,2,0,0,0,0,0,0,0,0,127.15299,36.8191757
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzMxIyQyIyQzIyQwMCQzNjEyMjIjNjEjJDEjJDgjJDgz,남안과의원,31,의원,340000,충남,340201,천안서북구,쌍용동,31180,"충청남도 천안시 서북구 충무로 201, 2층 (쌍용동)",041-571-7010,,2005-12-27,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1282685,36.7962293
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQ3OSQyNjE4MzIjNjEjJDEjJDAjJDgz,남인성이비인후과의원,31,의원,340000,충남,340201,천안서북구,쌍용동,31149,"충청남도 천안시 서북구 봉명로 35, 2층 (쌍용동)",041-573-2525,,1997-01-21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1324603,36.8077028
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxMzUxIzExIyQxIyQ3IyQ4MiQyNjEyMjIjNTEjJDEjJDIjJDgz,남향한의원,93,한의원,340000,충남,340202,천안동남구,구성동,31194,"충청남도 천안시 동남구 청수로 136, (구성동)",041-558-7500,,2005-03-11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,127.1590874,36.7940292
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzExIyQxIyQ3IyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz,내외치과의원,51,치과의원,340000,충남,340202,천안동남구,신부동,31123,"충청남도 천안시 동남구 만남로 42, 7층 (신부동)",562-7755,,2005-02-11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.156893,36.8186205
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzIxIyQxIyQ1IyQ2MiQyNjE4MzIjNjEjJDEjJDAjJDgz,내이로치과의원,51,치과의원,340000,충남,340201,천안서북구,쌍용동,31171,"충청남도 천안시 서북구 월봉로 83, 2층 (쌍용동)",041-575-2879,,2009-01-12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1178982,36.7982183
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzUxIyQxIyQxIyQ3OSQzNjEwMDIjNjEjJDEjJDQjJDgz,누리정형외과의원,31,의원,340000,충남,340202,천안동남구,영성동,31130,"충청남도 천안시 동남구 충무로 421, 2,3층 (영성동)",041-552-7500,,2007-08-08,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1519969,36.7986021
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMzUxIzQxIyQxIyQ3IyQ4MiQ0NjEwMDIjODEjJDEjJDIjJDgz,뉴욕치과의원,51,치과의원,340000,충남,340202,천안동남구,신부동,31123,"충청남도 천안시 동남구 만남로 50, (신부동, 터미털프라자)",041-552-2875,http://www.smile-again.co.kr/,1998-02-26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1576124,36.8186482
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ5OSQyNjEwMDIjODEjJDEjJDIjJDgz,뉴이진소아청소년과의원,31,의원,340000,충남,340201,천안서북구,쌍용동,31174,"충청남도 천안시 서북구 충무로 167, (쌍용동)",041-579-2020,,2002-01-16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1256392,36.7944236
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ5OSQyNjE0ODEjNTEjJDEjJDYjJDgz,늘봄안과의원,31,의원,340000,충남,340202,천안동남구,청당동,31198,"충청남도 천안시 동남구 청수11로 11, 5층 (청당동)",041-417-6300,,2025-02-13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1537221,36.7831608
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxMzUxIzMxIyQxIyQ3IyQ5OSQzNjEyMjIjODEjJDEjJDIjJDgz,늘푸른경희한의원,93,한의원,340000,충남,340201,천안서북구,쌍용동,31171,"충청남도 천안시 서북구 월봉로 83, 3층 (쌍용동)",041-579-1075,,2003-02-11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1178982,36.7982183
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxOTYxIzIxIyQxIyQ1IyQ4MiQ0NjEwMDIjODEjJDEjJDIjJDgz,늘푸른한의원,93,한의원,340000,충남,340201,천안서북구,성정동,31108,"충청남도 천안시 서북구 성정중7길 3, 극동프라자 4층 (성정동)",041-564-1075,,2008-03-24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.133527,36.8288752
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ3OSQzNjE0ODEjNTEjJDEjJDIjJDgz,닉스의원,31,의원,340000,충남,340201,천안서북구,,31156,"충청남도 천안시 서북구 불당21로 67-8, 3층 302,303호 (불당동)",1644-0184,,2021-12-06,2,2,0,0,0,0,0,0,0,0,0,0,0,0,127.1082812,36.8132654
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ4MiQzNjEyMjIjODEjJDEjJDYjJDgz,다나메디피아의원,31,의원,340000,충남,340201,천안서북구,두정동,31099,"충청남도 천안시 서북구 노태산로 62, 3층 (두정동)",041-581-7577,,2017-07-25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1276165,36.8302838
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQxMyQzNjE4MzIjNjEjJDEjJDgjJDgz,다나소아청소년과의원,31,의원,340000,충남,340201,천안서북구,두정동,31099,"충청남도 천안시 서북구 노태산로 62, 2층 (두정동)",041-581-7566,,2000-04-21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1276165,36.8302838
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxMTkxIzUxIyQyIyQxIyQwMCQzNjE4MzIjODEjJDEjJDIjJDgz,다나여성의원,31,의원,340000,충남,340201,천안서북구,두정동,31099,"충청남도 천안시 서북구 노태산로 62, 다나메디피아 4층 (두정동)",041-904-1000,,2019-08-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.1276165,36.8302838
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMTkxIzExIyQxIyQ3IyQ3MiQyNjE4MzIjNjEjJDEjJDAjJDgz,다나웰치과의원,51,치과의원,340000,충남,340201,천안서북구,두정동,31099,"충청남도 천안시 서북구 노태산로 62, 5층 (두정동)",041-581-7528,,2014-03-24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,127.1276165,36.8302838
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzMxIyQyIyQ3IyQwMCQyNjEyMjIjNjEjJDEjJDQjJDgz,다나의원,31,의원,340000,충남,340201,천안서북구,백석동,31097,"충청남도 천안시 서북구 백석로 93, 리튼빌딩 2층 (백석동)",041-581-7588,,2014-03-27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.1220444,36.8238851
JDQ4MTYyMiM2MSMkMSMkMiMkOTkkNTgxMzUxIzIxIyQyIyQxIyQwMCQzNjEyMjIjNDEjJDEjJDQjJDgz,다나힐요양병원,28,요양병원,340000,충남,340201,천안서북구,직산읍,31029,"충청남도 천안시 서북구 직산읍 석양길 4, (직산읍)",041-590-7777,,2017-01-03,8,2,0,0,5,0,0,0,0,1,0,0,0,0,127.1072265,36.8861589
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ3MiQ0NjE0ODEjODEjJDEjJDIjJDgz,다사랑의원,31,의원,340000,충남,340202,천안동남구,사직동,31129,"충청남도 천안시 동남구 사직로 4, 2층 (사직동)",041-523-7587,,2005-09-29,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1497551,36.8004868
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxOTYxIzExIyQxIyQ3IyQ4OSQzNjEyMjIjNjEjJDEjJDAjJDgz,다온한의원,93,한의원,340000,충남,340202,천안동남구,구성동,31191,"충청남도 천안시 동남구 대흥로 57, 1층 (구성동)",041-622-8275,,2020-02-19,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1550712,36.7978861
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxOTYxIzIxIyQxIyQ5IyQxMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,다이트한의원,93,한의원,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 불당23로 73-8, 한성필하우스 라드니체 2층 204,205,206호 (불당동)",1688-4439,,2025-06-02,2,0,0,0,0,0,0,0,0,0,0,0,2,0,127.1097404,36.8180572
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxMzUxIzMxIyQxIyQ3IyQ5MiQ0NjEwMDIjODEjJDEjJDYjJDgz,다인치과의원,51,치과의원,340000,충남,340201,천안서북구,불당동,31165,"충청남도 천안시 서북구 봉서산로 84, 2층 (불당동, 유니온프라자빌딩)",041-523-7528,,2000-04-26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1157952,36.805335
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkMzgxNzAyIzUxIyQxIyQ1IyQ2MiQzNjEyMjIjNjEjJDEjJDgjJDgz,다정부부한의원,93,한의원,340000,충남,340201,천안서북구,두정동,31090,"충청남도 천안시 서북구 두정로 146, 말우물빌딩 6층 601호 (두정동)",041-522-7533,http://www.booboohan.com/,2002-07-24,2,0,0,0,0,0,0,0,0,2,0,0,0,0,127.1331168,36.8336065
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzMxIyQxIyQ3IyQ5OSQzNjEyMjIjNTEjJDEjJDYjJDgz,닥터스마일치과의원,51,치과의원,340000,충남,340202,천안동남구,신부동,31119,"충청남도 천안시 동남구 터미널2로 8, 3층 (신부동, 대흥빌딩)",041-566-2080,,2005-07-18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,127.1584345,36.8196376
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzMxIyQyIyQzIyQwMCQzNjEwMDIjODEjJDEjJDYjJDgz,닥터에버스의원,31,의원,340000,충남,340201,천안서북구,,31156,"충청남도 천안시 서북구 불당21로 67-18, 2층 201~205호 (불당동)",041-523-8889,,2022-08-31,8,8,0,0,0,0,0,0,0,0,0,0,0,0,127.1085045,36.8140496
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ5OSQyNjE0ODEjNjEjJDEjJDQjJDgz,닥터정내과의원,31,의원,340000,충남,340201,천안서북구,쌍용동,31166,"충청남도 천안시 서북구 월봉로 122, 하나메디컬타운 5층 501~502, 504호 (쌍용동)",041-571-7577,,2018-11-12,2,0,0,0,2,0,0,0,0,0,0,0,0,0,127.1188958,36.8014806
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjNjEjJDEjJDAjJDgz,닥터차한의원,93,한의원,340000,충남,340201,천안서북구,쌍용동,31166,"충청남도 천안시 서북구 월봉로 132, 2층 (쌍용동)",041-576-0075,http://www.dr-cha.co.kr,2003-05-07,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1190893,36.8023638
JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjEwMDIjODEjJDEjJDYjJDgz,단국대학교의과대학부속병원,1,상급종합,340000,충남,340202,천안동남구,안서동,31116,"충청남도 천안시 동남구 망향로 201,  (안서동)",041-1588-0063,http://www.dkuh.co.kr/main/default.asp,1994-04-25,229,4,2,14,209,0,0,0,0,0,0,0,0,0,127.172575,36.8415904
JDQ4MTYyMiM2MSMkMSMkMiMkNjIkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz,단국대학교치과대학치과병원,41,치과병원,340000,충남,340202,천안동남구,안서동,31116,"충청남도 천안시 동남구 단대로 119, (안서동)",041-550-0114,,1984-09-20,126,0,0,0,3,2,22,59,40,0,0,0,0,0,127.1685007,36.8373833
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkMzgxNzAyIzUxIyQyIyQxIyQwMCQzNjEwMDIjNjEjJDEjJDAjJDgz,달천한의원,93,한의원,340000,충남,340201,천안서북구,쌍용동,31181,"충청남도 천안시 서북구 충무로 200, (쌍용동)",041-572-7533,http://www.dal1000.co.kr,2001-04-04,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1287473,36.7958276
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkNDgxMzUxIzExIyQxIyQ3IyQ4MiQ0NjE0ODEjNDEjJDEjJDgjJDgz,대나무한의원,93,한의원,340000,충남,340201,천안서북구,불당동,31163,"충청남도 천안시 서북구 검은들3길 58, 3층 (불당동)",041-523-9633,,2005-03-28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,127.1098221,36.8099358
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkMzgxMTkxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNjEjJDEjJDgjJDgz,대전대학교천안한방병원,92,한방병원,340000,충남,340201,천안서북구,두정동,31099,"충청남도 천안시 서북구 노태산로 4, (두정동)",041-521-7000,http://www.djuca.or.kr,1991-09-30,24,0,0,0,1,0,0,0,0,0,3,11,9,0,127.1275526,36.8252446
JDQ4MTYyMiM2MSMkMSMkMiMkNzIkMzgxOTYxIzUxIyQxIyQxIyQ4MiQ0NjEwMDIjNDEjJDEjJDQjJDgz,더건강한치과의원,51,치과의원,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 불당33길 24, 4층 (불당동)",041-553-2004,,2017-02-02,2,0,0,0,0,1,0,0,1,0,0,0,0,0,127.1082039,36.8124074
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ4MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,더노블성형외과의원,31,의원,340000,충남,340201,천안서북구,성정동,31109,"충청남도 천안시 서북구 성정공원1길 9-7, 더노블 4층 (성정동)",041-622-2828,,2023-08-14,1,0,0,0,1,0,0,0,0,0,0,0,0,0,127.1385086,36.8264204
JDQ4MTYyMiM2MSMkMSMkMiMkMTMkMzgxMTkxIzExIyQxIyQzIyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,더노블천안한방병원,92,한방병원,340000,충남,340201,천안서북구,성정동,31109,"충청남도 천안시 서북구 성정공원1길 9-7, 더노블 5~8층 (성정동)",041-900-7979,,2024-01-12,3,0,0,0,0,0,0,0,0,3,0,0,0,0,127.1385086,36.8264204
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzIxIyQxIyQ1IyQ2MiQzNjE4MzIjNjEjJDEjJDAjJDgz,더맑은의원,31,의원,340000,충남,340201,천안서북구,백석동,31096,"충청남도 천안시 서북구 한들1로 34, 3층 (백석동)",041-567-4200,,2016-09-23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.1161144,36.8254588
JDQ4MTYyMiM2MSMkMiMkMiMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ5MiQzNjEyMjIjNTEjJDEjJDYjJDgz,더바른정형외과의원,31,의원,340000,충남,340201,천안서북구,백석동,31097,"충청남도 천안시 서북구 한들2로 8, 5층 (백석동)",041-553-7898,,2016-01-22,2,1,0,0,1,0,0,0,0,0,0,0,0,0,127.1188787,36.8236078
JDQ4MTYyMiM2MSMkMSMkMiMkNjIkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,더보스톤치과병원,41,치과병원,340000,충남,340201,천안서북구,불당동,31156,"충청남도 천안시 서북구 불당33길 26, (불당동)",041-555-2879,,2017-03-16,6,0,0,0,0,3,0,0,3,0,0,0,0,0,127.1078689,36.8124803
